id,caption,qas
coco_774635,A meal is lying on a plate on a table.,"[{""question"": ""is there a meal?"", ""answer"": ""yes""}, {""question"": ""what type of food is this?"", ""answer"": ""meal""}, {""question"": ""is there a plate?"", ""answer"": ""yes""}, {""question"": ""what type of container is this?"", ""answer"": ""plate""}, {""question"": ""is there a table?"", ""answer"": ""yes""}, {""question"": ""what type of furniture is this?"", ""answer"": ""table""}, {""question"": ""is the meal lying on the plate?"", ""answer"": ""yes""}, {""question"": ""is the meal on the plate?"", ""answer"": ""yes""}]"
coco_542242,A large white airplane parked in a stationary position.,"[{""question"": ""is this an airplane?"", ""answer"": ""yes""}, {""question"": ""what type of vehicle is this?"", ""answer"": ""airplane""}, {""question"": ""is the airplane parked?"", ""answer"": ""yes""}, {""question"": ""is the airplane white?"", ""answer"": ""yes""}, {""question"": ""what color is the airplane?"", ""answer"": ""white""}, {""question"": ""is the airplane large?"", ""answer"": ""yes""}, {""question"": ""is the airplane large or small?"", ""answer"": ""large""}, {""question"": ""is the airplane stationary?"", ""answer"": ""yes""}, {""question"": ""is the airplane stationary or moving?"", ""answer"": ""stationary""}]"
coco_827765,A train is coming down the tracks near a building.,"[{""question"": ""is this a train?"", ""answer"": ""yes""}, {""question"": ""what type of vehicle is this?"", ""answer"": ""train""}, {""question"": ""are there tracks?"", ""answer"": ""yes""}, {""question"": ""is the train coming down the tracks?"", ""answer"": ""yes""}, {""question"": ""is the train near the building?"", ""answer"": ""yes""}, {""question"": ""is the train near or far from the building?"", ""answer"": ""near""}]"
coco_349581,Two elephants are eating some leaves by the road.,"[{""question"": ""are there elephants?"", ""answer"": ""yes""}, {""question"": ""what animals are in the picture?"", ""answer"": ""elephants""}, {""question"": ""are there leaves?"", ""answer"": ""yes""}, {""question"": ""what are the elephants eating?"", ""answer"": ""leaves""}, {""question"": ""is there a road?"", ""answer"": ""yes""}, {""question"": ""are the elephants eating?"", ""answer"": ""yes""}, {""question"": ""what are the elephants doing?"", ""answer"": ""eating""}, {""question"": ""are there two elephants?"", ""answer"": ""yes""}, {""question"": ""how many elephants are in the picture?"", ""answer"": ""2""}, {""question"": ""are the elephants by the road?"", ""answer"": ""yes""}, {""question"": ""are the elephants by or on the road?"", ""answer"": ""by""}]"
coco_465509,a lady on her phone sitting on a curb,"[{""question"": ""is this a lady?"", ""answer"": ""yes""}, {""question"": ""what is the lady holding?"", ""answer"": ""phone""}, {""question"": ""is there a curb?"", ""answer"": ""yes""}, {""question"": ""is the lady sitting on the curb?"", ""answer"": ""yes""}, {""question"": ""is the lady on the curb?"", ""answer"": ""yes""}]"
coco_757189,A teddy bear lays partially covered with sand.,"[{""question"": ""what type of toy is this?"", ""answer"": ""teddy bear""}, {""question"": ""is there sand?"", ""answer"": ""yes""}, {""question"": ""what is the teddy bear partially covered with?"", ""answer"": ""sand""}, {""question"": ""is the teddy bear partially covered with sand?"", ""answer"": ""yes""}, {""question"": ""is the teddy bear partially covered with sand or completely covered with sand?"", ""answer"": ""partially covered""}]"
coco_585653,Little tedy bear attached to the dashboard of the car,"[{""question"": ""is there a tedy bear?"", ""answer"": ""yes""}, {""question"": ""what type of toy is this?"", ""answer"": ""tedy bear""}, {""question"": ""is there a dashboard?"", ""answer"": ""yes""}, {""question"": ""what type of vehicle part is this?"", ""answer"": ""dashboard""}, {""question"": ""is this a car?"", ""answer"": ""yes""}, {""question"": ""what type of vehicle is this?"", ""answer"": ""car""}, {""question"": ""is the tedy bear attached to the dashboard?"", ""answer"": ""yes""}, {""question"": ""is the tedy bear little?"", ""answer"": ""yes""}]"
coco_547528,A man swinging a bat on top of a baseball field.,"[{""question"": ""is this a man?"", ""answer"": ""yes""}, {""question"": ""is the man swinging a bat?"", ""answer"": ""yes""}, {""question"": ""what is the man swinging?"", ""answer"": ""bat""}, {""question"": ""is this a baseball field?"", ""answer"": ""yes""}, {""question"": ""what type of place is this?"", ""answer"": ""baseball field""}, {""question"": ""is the man on top of the baseball field?"", ""answer"": ""yes""}, {""question"": ""is the man on top of or next to the baseball field?"", ""answer"": ""on top of""}]"
coco_611393,"Individual having an astounding time and getting a charge out of some life. 
","[{""question"": ""is this an individual?"", ""answer"": ""yes""}, {""question"": ""who is having an astounding time and getting a charge out of some life?"", ""answer"": ""individual""}, {""question"": ""is the individual getting a charge out of some life?"", ""answer"": ""yes""}, {""question"": ""what is the individual getting a charge out of?"", ""answer"": ""life""}, {""question"": ""is the individual having an astounding time?"", ""answer"": ""yes""}, {""question"": ""is the individual enjoying some life?"", ""answer"": ""yes""}]"
coco_367963,The broccoli platter in the dish is mostly eaten up.,"[{""question"": ""is there a broccoli platter in the dish?"", ""answer"": ""yes""}, {""question"": ""what type of food is in the dish?"", ""answer"": ""broccoli platter""}, {""question"": ""is the broccoli platter mostly eaten up?"", ""answer"": ""yes""}, {""question"": ""is the broccoli platter mostly eaten up or mostly full?"", ""answer"": ""mostly eaten up""}]"
coco_765385,A man who is riding on a skateboard.,"[{""question"": ""is this a man?"", ""answer"": ""yes""}, {""question"": ""who is riding on a skateboard?"", ""answer"": ""man""}, {""question"": ""is this a skateboard?"", ""answer"": ""yes""}, {""question"": ""is the man riding on a skateboard?"", ""answer"": ""yes""}]"
coco_348765,A young girl stands in front of the refrigerator.,"[{""question"": ""is this a girl?"", ""answer"": ""yes""}, {""question"": ""is there a refrigerator?"", ""answer"": ""yes""}, {""question"": ""what type of appliance is this?"", ""answer"": ""refrigerator""}, {""question"": ""is the girl standing in front of the refrigerator?"", ""answer"": ""yes""}, {""question"": ""what is the girl doing in front of the refrigerator?"", ""answer"": ""standing""}, {""question"": ""is the girl young?"", ""answer"": ""yes""}, {""question"": ""is the girl in front of the refrigerator?"", ""answer"": ""yes""}, {""question"": ""is the girl in front of or behind the refrigerator?"", ""answer"": ""in front of""}]"
coco_340669,A large white bus on a city street.,"[{""question"": ""is this a bus?"", ""answer"": ""yes""}, {""question"": ""is this a city street?"", ""answer"": ""yes""}, {""question"": ""is the bus white?"", ""answer"": ""yes""}, {""question"": ""what color is the bus?"", ""answer"": ""white""}, {""question"": ""is the bus large?"", ""answer"": ""yes""}, {""question"": ""is the bus large or small?"", ""answer"": ""large""}]"
coco_678756,Three people pose for a picture while drinking wine,"[{""question"": ""are there people?"", ""answer"": ""yes""}, {""question"": ""is there wine?"", ""answer"": ""yes""}, {""question"": ""what type of drink is this?"", ""answer"": ""wine""}, {""question"": ""are the people posing for a picture?"", ""answer"": ""yes""}, {""question"": ""are the people drinking wine?"", ""answer"": ""yes""}, {""question"": ""are there three people?"", ""answer"": ""yes""}, {""question"": ""how many people are in the picture?"", ""answer"": ""3""}]"
coco_442588,A plate of Canadian bacon and eggs and pancakes on the table.,"[{""question"": ""is there a plate of Canadian bacon and eggs and pancakes?"", ""answer"": ""yes""}, {""question"": ""what type of container is this?"", ""answer"": ""plate""}, {""question"": ""is there Canadian bacon?"", ""answer"": ""yes""}, {""question"": ""are there eggs?"", ""answer"": ""yes""}, {""question"": ""are there pancakes?"", ""answer"": ""yes""}, {""question"": ""is there a table?"", ""answer"": ""yes""}]"
coco_133762,A table topped with a cut in half burrito next to cup of veggies.,"[{""question"": ""is there a table?"", ""answer"": ""yes""}, {""question"": ""what type of furniture is this?"", ""answer"": ""table""}, {""question"": ""is there a burrito?"", ""answer"": ""yes""}, {""question"": ""what type of food is this?"", ""answer"": ""burrito""}, {""question"": ""is there a cup of veggies?"", ""answer"": ""yes""}, {""question"": ""is the table topped with a burrito?"", ""answer"": ""yes""}, {""question"": ""is the burrito cut in half?"", ""answer"": ""yes""}]"
coco_704340,A man riding no a motorcycle down a race tracks.,"[{""question"": ""is this a man?"", ""answer"": ""yes""}, {""question"": ""is this a race tracks?"", ""answer"": ""yes""}, {""question"": ""is the man riding a motorcycle?"", ""answer"": ""yes""}, {""question"": ""is the man riding down the race tracks?"", ""answer"": ""yes""}, {""question"": ""is the man riding up or down the race tracks?"", ""answer"": ""down""}]"
coco_451392,A woman taking a picture up at the sky with her phone.,"[{""question"": ""is this a woman?"", ""answer"": ""yes""}, {""question"": ""is the woman taking a picture?"", ""answer"": ""yes""}, {""question"": ""what is the woman taking?"", ""answer"": ""picture""}, {""question"": ""is the woman taking a picture up at the sky?"", ""answer"": ""yes""}, {""question"": ""what is the woman taking a picture of?"", ""answer"": ""sky""}, {""question"": ""is the woman using a phone?"", ""answer"": ""yes""}, {""question"": ""what type of device is the woman using?"", ""answer"": ""phone""}, {""question"": ""is the woman taking a picture up at the sky or down at the ground?"", ""answer"": ""up at""}]"
coco_460969,An SUV is driving past a city bus that is letting passengers on.,"[{""question"": ""are there passengers on the bus?"", ""answer"": ""yes""}, {""question"": ""who is on the bus?"", ""answer"": ""passengers""}, {""question"": ""is the SUV driving past the city bus?"", ""answer"": ""yes""}]"
coco_379113,Guy falling off his surfboard after losing battle with the wave,"[{""question"": ""is this a guy?"", ""answer"": ""yes""}, {""question"": ""who is falling off his surfboard?"", ""answer"": ""guy""}, {""question"": ""is this a surfboard?"", ""answer"": ""yes""}, {""question"": ""what type of board is this?"", ""answer"": ""surfboard""}, {""question"": ""is there a wave?"", ""answer"": ""yes""}, {""question"": ""is the guy falling off his surfboard?"", ""answer"": ""yes""}, {""question"": ""is the guy losing battle with the wave?"", ""answer"": ""yes""}, {""question"": ""is the guy falling off his surfboard after losing battle with the wave?"", ""answer"": ""yes""}]"
coco_268890,A side mirror shows a dog sticking its head out of a car window.,"[{""question"": ""is this a side mirror?"", ""answer"": ""yes""}, {""question"": ""what type of mirror is this?"", ""answer"": ""side mirror""}, {""question"": ""is this a dog?"", ""answer"": ""yes""}, {""question"": ""what animal is in the picture?"", ""answer"": ""dog""}, {""question"": ""is there a car window?"", ""answer"": ""yes""}, {""question"": ""what type of window is this?"", ""answer"": ""car window""}, {""question"": ""is the dog sticking its head out of the car window?"", ""answer"": ""yes""}, {""question"": ""is this a side mirror or a rear view mirror?"", ""answer"": ""side mirror""}]"
coco_614343,A cat walking on the wood floor beside a chair,"[{""question"": ""is this a cat?"", ""answer"": ""yes""}, {""question"": ""what animal is in the picture?"", ""answer"": ""cat""}, {""question"": ""is there a wood floor?"", ""answer"": ""yes""}, {""question"": ""what type of floor is this?"", ""answer"": ""wood floor""}, {""question"": ""is the cat walking?"", ""answer"": ""yes""}, {""question"": ""is the chair beside the cat?"", ""answer"": ""yes""}]"
coco_610091,Two women have stopped to pet the sheep.,"[{""question"": ""are there women?"", ""answer"": ""yes""}, {""question"": ""who has stopped to pet the sheep?"", ""answer"": ""women""}, {""question"": ""are there sheep?"", ""answer"": ""yes""}, {""question"": ""what animal are the women petting?"", ""answer"": ""sheep""}, {""question"": ""have the women stopped to pet the sheep?"", ""answer"": ""yes""}, {""question"": ""are the women petting the sheep?"", ""answer"": ""yes""}, {""question"": ""are there two women?"", ""answer"": ""yes""}]"
coco_337256,a woman in a blue top with headphones and two cellphones,"[{""question"": ""is this a woman?"", ""answer"": ""yes""}, {""question"": ""is the woman wearing a top?"", ""answer"": ""yes""}, {""question"": ""is the woman wearing headphones?"", ""answer"": ""yes""}, {""question"": ""are there two cellphones?"", ""answer"": ""yes""}, {""question"": ""what type of electronic device is in the picture?"", ""answer"": ""cellphones""}, {""question"": ""is the top blue?"", ""answer"": ""yes""}, {""question"": ""what color is the top?"", ""answer"": ""blue""}, {""question"": ""how many cellphones are in the picture?"", ""answer"": ""2""}]"
coco_32061,A man sitting on a bench in a forest area. ,"[{""question"": ""is this a man?"", ""answer"": ""yes""}, {""question"": ""who is sitting on a bench?"", ""answer"": ""man""}, {""question"": ""is there a bench?"", ""answer"": ""yes""}, {""question"": ""what type of furniture is this?"", ""answer"": ""bench""}, {""question"": ""is this a forest?"", ""answer"": ""yes""}, {""question"": ""is the man sitting on the bench?"", ""answer"": ""yes""}]"
coco_96432,A little boy swinging a bat while adults watch.,"[{""question"": ""is this a boy?"", ""answer"": ""yes""}, {""question"": ""is the boy swinging a bat?"", ""answer"": ""yes""}, {""question"": ""what is the boy swinging?"", ""answer"": ""bat""}, {""question"": ""are there adults watching?"", ""answer"": ""yes""}, {""question"": ""who is watching?"", ""answer"": ""adults""}, {""question"": ""is the boy little?"", ""answer"": ""yes""}, {""question"": ""are the adults watching?"", ""answer"": ""yes""}, {""question"": ""what are the adults doing?"", ""answer"": ""watching""}]"
coco_247953,A crowd of adults and children are at a park.,"[{""question"": ""is there a crowd?"", ""answer"": ""yes""}, {""question"": ""are there adults in the crowd?"", ""answer"": ""yes""}, {""question"": ""are there children in the crowd?"", ""answer"": ""yes""}, {""question"": ""is this a park?"", ""answer"": ""yes""}, {""question"": ""what type of place is this?"", ""answer"": ""park""}]"
coco_767020,A  man standing on a beach while holding a white surfboard.,"[{""question"": ""is this a man?"", ""answer"": ""yes""}, {""question"": ""is this a beach?"", ""answer"": ""yes""}, {""question"": ""what type of place is this?"", ""answer"": ""beach""}, {""question"": ""is the man holding a surfboard?"", ""answer"": ""yes""}, {""question"": ""is the man standing on the beach?"", ""answer"": ""yes""}, {""question"": ""is the man holding something?"", ""answer"": ""yes""}, {""question"": ""is the surfboard white?"", ""answer"": ""yes""}, {""question"": ""what color is the surfboard?"", ""answer"": ""white""}]"
coco_616258,A man performs a skateboarding trip on a pink half-pipe.,"[{""question"": ""is this a man?"", ""answer"": ""yes""}, {""question"": ""who is performing a skateboarding trip?"", ""answer"": ""man""}, {""question"": ""is the man performing a skateboarding trip?"", ""answer"": ""yes""}, {""question"": ""what is the man doing?"", ""answer"": ""skateboarding trip""}, {""question"": ""is this a half-pipe?"", ""answer"": ""yes""}, {""question"": ""is the half-pipe pink?"", ""answer"": ""yes""}, {""question"": ""what color is the half-pipe?"", ""answer"": ""pink""}]"
coco_704484,there are many people that are sitting on the benches,"[{""question"": ""are there people sitting on the benches?"", ""answer"": ""yes""}, {""question"": ""who is sitting on the benches?"", ""answer"": ""people""}, {""question"": ""are there benches?"", ""answer"": ""yes""}, {""question"": ""what type of furniture is this?"", ""answer"": ""benches""}, {""question"": ""are the people sitting on the benches?"", ""answer"": ""yes""}, {""question"": ""what are the people doing on the benches?"", ""answer"": ""sitting""}, {""question"": ""are there many people?"", ""answer"": ""yes""}]"
coco_735127,a wooden bench surrounded by some potted plants,"[{""question"": ""is there a bench?"", ""answer"": ""yes""}, {""question"": ""are there potted plants?"", ""answer"": ""yes""}, {""question"": ""what type of plants are these?"", ""answer"": ""potted plants""}, {""question"": ""are the potted plants surrounding the bench?"", ""answer"": ""yes""}, {""question"": ""are there some potted plants?"", ""answer"": ""yes""}, {""question"": ""is the bench wooden?"", ""answer"": ""yes""}]"
coco_208343,"Plastic toy hot dog and bun, on plastic plate.","[{""question"": ""is there a toy hot dog?"", ""answer"": ""yes""}, {""question"": ""is there a bun?"", ""answer"": ""yes""}, {""question"": ""is there a plate?"", ""answer"": ""yes""}, {""question"": ""what type of container is this?"", ""answer"": ""plate""}, {""question"": ""is the toy hot dog and bun plastic?"", ""answer"": ""yes""}, {""question"": ""what is the material of the toy hot dog and bun?"", ""answer"": ""plastic""}]"
coco_93728,a red fire hydrant with a building in the background,"[{""question"": ""is this a fire hydrant?"", ""answer"": ""yes""}, {""question"": ""is there a building in the background?"", ""answer"": ""yes""}, {""question"": ""is the fire hydrant red?"", ""answer"": ""yes""}, {""question"": ""what color is the fire hydrant?"", ""answer"": ""red""}]"
coco_596425,Many images form a picture of a computer monitor on a desk.,"[{""question"": ""is this a computer monitor?"", ""answer"": ""yes""}, {""question"": ""what type of device is this?"", ""answer"": ""computer monitor""}, {""question"": ""is there a desk?"", ""answer"": ""yes""}, {""question"": ""are there many images?"", ""answer"": ""yes""}, {""question"": ""is this a picture?"", ""answer"": ""yes""}]"
coco_519456,Large clock sitting on the side of a large building. ,"[{""question"": ""is there a clock?"", ""answer"": ""yes""}, {""question"": ""what type of object is this?"", ""answer"": ""clock""}, {""question"": ""is this a building?"", ""answer"": ""yes""}, {""question"": ""is the clock sitting on the side of the building?"", ""answer"": ""yes""}, {""question"": ""is the clock large?"", ""answer"": ""yes""}, {""question"": ""is the clock large or small?"", ""answer"": ""large""}]"
coco_423455,Group of decorated cupcakes being filmed on camera. ,"[{""question"": ""are there cupcakes?"", ""answer"": ""yes""}, {""question"": ""what type of food is this?"", ""answer"": ""cupcakes""}, {""question"": ""is there a camera?"", ""answer"": ""yes""}, {""question"": ""what type of device is this?"", ""answer"": ""camera""}, {""question"": ""are the cupcakes being filmed?"", ""answer"": ""yes""}, {""question"": ""is this a group of cupcakes?"", ""answer"": ""yes""}, {""question"": ""are the cupcakes decorated?"", ""answer"": ""yes""}, {""question"": ""are the cupcakes decorated or plain?"", ""answer"": ""decorated""}]"
coco_645405,A teddy bear under some furniture that appears to be turned on it's side.,"[{""question"": ""is there a teddy bear?"", ""answer"": ""yes""}, {""question"": ""what type of toy is this?"", ""answer"": ""teddy bear""}, {""question"": ""is there furniture?"", ""answer"": ""yes""}, {""question"": ""is the teddy bear under the furniture?"", ""answer"": ""yes""}]"
coco_559555,A large giraffe looks at a smaller giraffe looking over a fence.,"[{""question"": ""is this a giraffe?"", ""answer"": ""yes""}, {""question"": ""what animal is in the picture?"", ""answer"": ""giraffe""}, {""question"": ""is there a fence?"", ""answer"": ""yes""}, {""question"": ""what type of object is this?"", ""answer"": ""fence""}, {""question"": ""is the large giraffe looking at the smaller giraffe?"", ""answer"": ""yes""}, {""question"": ""is the giraffe large?"", ""answer"": ""yes""}, {""question"": ""is the giraffe large or small?"", ""answer"": ""large""}]"
coco_636560,Ornate Victorian style furnishings and decor in a bedroom,"[{""question"": ""are there furnishings and decor in the bedroom?"", ""answer"": ""yes""}, {""question"": ""is this a bedroom?"", ""answer"": ""yes""}, {""question"": ""are the furnishings and decor ornate?"", ""answer"": ""yes""}, {""question"": ""are the furnishings and decor ornate or plain?"", ""answer"": ""ornate""}, {""question"": ""are the furnishings and decor Victorian style?"", ""answer"": ""yes""}]"
coco_85541,A stopped bus pulled up to the bus stop,"[{""question"": ""is this a bus?"", ""answer"": ""yes""}, {""question"": ""is this a bus stop?"", ""answer"": ""yes""}, {""question"": ""what type of place is this?"", ""answer"": ""bus stop""}, {""question"": ""is the bus stopped?"", ""answer"": ""yes""}, {""question"": ""has the bus pulled up to the bus stop?"", ""answer"": ""yes""}]"
coco_654818,An adult elephant is pictured walking with a baby elephant.,"[{""question"": ""is this an adult elephant?"", ""answer"": ""yes""}, {""question"": ""are the elephants walking?"", ""answer"": ""yes""}, {""question"": ""what are the elephants doing?"", ""answer"": ""walking""}]"
coco_685662,"A man and a woman posing in front of a motorcycle.
","[{""question"": ""is this a motorcycle?"", ""answer"": ""yes""}, {""question"": ""what type of vehicle is this?"", ""answer"": ""motorcycle""}, {""question"": ""are the man and woman posing in front of a motorcycle?"", ""answer"": ""yes""}, {""question"": ""what are the man and woman doing in front of a motorcycle?"", ""answer"": ""posing""}]"
coco_804997,The library bus has many colorful books painted on it. ,"[{""question"": ""is this a library bus?"", ""answer"": ""yes""}, {""question"": ""what type of vehicle is this?"", ""answer"": ""library bus""}, {""question"": ""are there books on the library bus?"", ""answer"": ""yes""}, {""question"": ""what is on the library bus?"", ""answer"": ""books""}, {""question"": ""are the books colorful?"", ""answer"": ""yes""}, {""question"": ""are there many books?"", ""answer"": ""yes""}, {""question"": ""are the books painted on the library bus?"", ""answer"": ""yes""}]"
coco_91371,Group of people standing beside their cars on a pier.,"[{""question"": ""are there people standing beside their cars?"", ""answer"": ""yes""}, {""question"": ""are there cars?"", ""answer"": ""yes""}, {""question"": ""is this a pier?"", ""answer"": ""yes""}, {""question"": ""what type of place is this?"", ""answer"": ""pier""}, {""question"": ""are the people standing beside their cars?"", ""answer"": ""yes""}, {""question"": ""is this a group of people?"", ""answer"": ""yes""}]"
coco_542683,some people are looking at different television sets,"[{""question"": ""are there people looking at different television sets?"", ""answer"": ""yes""}, {""question"": ""who are looking at different television sets?"", ""answer"": ""people""}, {""question"": ""are there different television sets?"", ""answer"": ""yes""}, {""question"": ""what type of appliance is this?"", ""answer"": ""television sets""}, {""question"": ""are the people looking at different television sets?"", ""answer"": ""yes""}, {""question"": ""are there some people?"", ""answer"": ""yes""}]"
coco_632733,a bathroom with a brown wall and counter ,"[{""question"": ""is this a bathroom?"", ""answer"": ""yes""}, {""question"": ""what type of place is this?"", ""answer"": ""bathroom""}, {""question"": ""is there a wall?"", ""answer"": ""yes""}, {""question"": ""is there a counter?"", ""answer"": ""yes""}, {""question"": ""is the wall brown?"", ""answer"": ""yes""}, {""question"": ""what color is the wall?"", ""answer"": ""brown""}]"
coco_504864,A painting of a vase with a sunflower on a table.,"[{""question"": ""what type of container is this?"", ""answer"": ""vase""}, {""question"": ""is there a sunflower?"", ""answer"": ""yes""}, {""question"": ""what type of flower is this?"", ""answer"": ""sunflower""}, {""question"": ""what type of furniture is this?"", ""answer"": ""table""}, {""question"": ""is this a painting?"", ""answer"": ""yes""}]"
coco_544211,The beach is crowded red and white beach umbrellas.,"[{""question"": ""is this a beach?"", ""answer"": ""yes""}, {""question"": ""what type of place is this?"", ""answer"": ""beach""}, {""question"": ""are there umbrellas on the beach?"", ""answer"": ""yes""}, {""question"": ""is the beach crowded?"", ""answer"": ""yes""}, {""question"": ""is the beach crowded or empty?"", ""answer"": ""crowded""}, {""question"": ""are the umbrellas red and white?"", ""answer"": ""yes""}, {""question"": ""what color are the umbrellas?"", ""answer"": ""red and white""}]"
coco_15462,A view of a bathroom that is clean.,"[{""question"": ""is this a bathroom?"", ""answer"": ""yes""}, {""question"": ""is this a view?"", ""answer"": ""yes""}, {""question"": ""is the bathroom clean?"", ""answer"": ""yes""}]"
coco_242897,A group of motorcyclists are stopped at the side of the road. ,"[{""question"": ""are there motorcyclists?"", ""answer"": ""yes""}, {""question"": ""is this a road?"", ""answer"": ""yes""}, {""question"": ""are the motorcyclists stopped?"", ""answer"": ""yes""}, {""question"": ""is this a group of motorcyclists?"", ""answer"": ""yes""}, {""question"": ""are the motorcyclists at the side of the road?"", ""answer"": ""yes""}]"
coco_720267,three men riding horses through a grassy field,"[{""question"": ""are there men riding horses?"", ""answer"": ""yes""}, {""question"": ""who is riding horses?"", ""answer"": ""men""}, {""question"": ""are there horses?"", ""answer"": ""yes""}, {""question"": ""is this a grassy field?"", ""answer"": ""yes""}, {""question"": ""what type of place is this?"", ""answer"": ""grassy field""}, {""question"": ""are the men riding horses?"", ""answer"": ""yes""}, {""question"": ""are there three men?"", ""answer"": ""yes""}, {""question"": ""how many men are in the picture?"", ""answer"": ""3""}]"
coco_115469,A man puckering his lips holding an orange,"[{""question"": ""is this a man?"", ""answer"": ""yes""}, {""question"": ""is the man puckering his lips?"", ""answer"": ""yes""}, {""question"": ""is the man holding an orange?"", ""answer"": ""yes""}, {""question"": ""what is the man holding?"", ""answer"": ""orange""}, {""question"": ""is the man holding something?"", ""answer"": ""yes""}]"
coco_709980,Breakfast foods served on a tray on a table.,"[{""question"": ""are there breakfast foods?"", ""answer"": ""yes""}, {""question"": ""what type of food is this?"", ""answer"": ""breakfast foods""}, {""question"": ""is there a tray?"", ""answer"": ""yes""}, {""question"": ""is there a table?"", ""answer"": ""yes""}, {""question"": ""what type of furniture is this?"", ""answer"": ""table""}, {""question"": ""are the breakfast foods served on a tray?"", ""answer"": ""yes""}]"
coco_220395,A half eaten sandwich sits on a table with a coffee near by.,"[{""question"": ""what type of food is this?"", ""answer"": ""sandwich""}, {""question"": ""is there a table?"", ""answer"": ""yes""}, {""question"": ""what type of furniture is this?"", ""answer"": ""table""}, {""question"": ""is there a coffee?"", ""answer"": ""yes""}, {""question"": ""what type of drink is this?"", ""answer"": ""coffee""}, {""question"": ""is the sandwich sitting on the table?"", ""answer"": ""yes""}, {""question"": ""is the sandwich half eaten?"", ""answer"": ""yes""}, {""question"": ""is the coffee near by?"", ""answer"": ""yes""}, {""question"": ""is the coffee near by or far away?"", ""answer"": ""near by""}]"
coco_103653,Two men in neon yellow safety jackets sharing a meal next to a food car.,"[{""question"": ""are there men in neon yellow safety jackets?"", ""answer"": ""yes""}, {""question"": ""are the men wearing safety jackets?"", ""answer"": ""yes""}, {""question"": ""what are the men wearing?"", ""answer"": ""safety jackets""}, {""question"": ""are the men sharing a meal?"", ""answer"": ""yes""}, {""question"": ""what are the men sharing?"", ""answer"": ""meal""}, {""question"": ""is there a food car?"", ""answer"": ""yes""}, {""question"": ""what type of vehicle is this?"", ""answer"": ""food car""}, {""question"": ""are the safety jackets neon yellow?"", ""answer"": ""yes""}, {""question"": ""what color are the safety jackets?"", ""answer"": ""neon yellow""}, {""question"": ""are there two men?"", ""answer"": ""yes""}, {""question"": ""how many men are there?"", ""answer"": ""2""}, {""question"": ""are the men next to the food car?"", ""answer"": ""yes""}, {""question"": ""are the men next to or behind the food car?"", ""answer"": ""next to""}]"
coco_305769,A large clock on the side of a building above cars on the street.,"[{""question"": ""is there a clock on the side of the building?"", ""answer"": ""yes""}, {""question"": ""what type of object is this?"", ""answer"": ""clock""}, {""question"": ""is this a building?"", ""answer"": ""yes""}, {""question"": ""are there cars on the street?"", ""answer"": ""yes""}, {""question"": ""is this a street?"", ""answer"": ""yes""}, {""question"": ""is the clock large?"", ""answer"": ""yes""}, {""question"": ""is the clock large or small?"", ""answer"": ""large""}, {""question"": ""is the clock on the side of the building?"", ""answer"": ""yes""}, {""question"": ""is the clock on the side or the front of the building?"", ""answer"": ""side""}]"
coco_15543,A man in a field of wild flowers holding an orange bat,"[{""question"": ""is this a man?"", ""answer"": ""yes""}, {""question"": ""is this a field?"", ""answer"": ""yes""}, {""question"": ""are there wild flowers in the field?"", ""answer"": ""yes""}, {""question"": ""what type of flowers are in the field?"", ""answer"": ""wild flowers""}, {""question"": ""is the man holding a bat?"", ""answer"": ""yes""}, {""question"": ""is the man holding something?"", ""answer"": ""yes""}, {""question"": ""is the bat orange?"", ""answer"": ""yes""}, {""question"": ""what color is the bat?"", ""answer"": ""orange""}]"
coco_199240,A man in a jean jacket riding a motorcycle on a road.,"[{""question"": ""is this a man?"", ""answer"": ""yes""}, {""question"": ""is the man wearing a jean jacket?"", ""answer"": ""yes""}, {""question"": ""what is the man wearing?"", ""answer"": ""jean jacket""}, {""question"": ""is this a motorcycle?"", ""answer"": ""yes""}, {""question"": ""what type of vehicle is this?"", ""answer"": ""motorcycle""}, {""question"": ""is this a road?"", ""answer"": ""yes""}, {""question"": ""what type of place is this?"", ""answer"": ""road""}, {""question"": ""is the man riding a motorcycle?"", ""answer"": ""yes""}]"
coco_502663,A group if people that are sitting on a park bench. ,"[{""question"": ""are there people sitting on the park bench?"", ""answer"": ""yes""}, {""question"": ""is this a park bench?"", ""answer"": ""yes""}, {""question"": ""what type of furniture is this?"", ""answer"": ""park bench""}, {""question"": ""are the people sitting on the park bench?"", ""answer"": ""yes""}, {""question"": ""what are the people doing on the park bench?"", ""answer"": ""sitting""}, {""question"": ""is this a group of people?"", ""answer"": ""yes""}, {""question"": ""is this a group or a single person?"", ""answer"": ""group""}]"
coco_125341,A tennis player on an indoor court pauses to raise three fingers in the air.,"[{""question"": ""is this a tennis player?"", ""answer"": ""yes""}, {""question"": ""who is on the court?"", ""answer"": ""tennis player""}, {""question"": ""is this a court?"", ""answer"": ""yes""}, {""question"": ""are there fingers?"", ""answer"": ""yes""}, {""question"": ""is the tennis player pausing?"", ""answer"": ""yes""}, {""question"": ""is the tennis player raising something?"", ""answer"": ""yes""}, {""question"": ""is the tennis player raising three fingers?"", ""answer"": ""yes""}, {""question"": ""how many fingers is the tennis player raising?"", ""answer"": ""3""}, {""question"": ""is this an indoor court?"", ""answer"": ""yes""}]"
